Datos,Media,Mediana,Varianza,Desviacion estandar,Asimetria,Curtosis
In degree weighted,0.42938196911687543,0.43833159391204707,0.019104585876928617,0.13821933973553996,-0.2816851762112054,2.1567195385084816
Out degree weighted,0.42938196911687543,0.26799843119216193,0.3673279894465691,0.6060758941308994,3.71428709251615,17.065258310976414
Hub,0.024999999999999994,0.013502091895075948,0.0021182689978444208,0.04602465641201921,3.9183599623454315,15.720131040984086
Authority,0.024999999999999994,0.02142476131940849,0.0003787175348387986,0.019460666351355974,3.1785286907108463,13.839441519039394
Random Walk Centrality,0.011622272998350612,0.009112851527190415,5.514890690279975e-05,0.00742623100252071,1.1950831354121747,0.7928515651254515
Counting Betweenness,2.9245717230588104,1.7344987930916052,11.436798169808462,3.381833551464126,2.204991712361889,4.428077679015239
