In degree weighted,In degree weighted,Out degree weighted,Out degree weighted,Hub,Hub,Authority,Authority,Random Walk Centrality,Random Walk Centrality,Counting Betweenness,Counting Betweenness
Sector,In degree weighted,Sector,Out degree weighted,Sector,Hub,Sector,Authority,Sector,Random Walk Centrality,Sector,Counting Betweenness
Correo y telecomunicaciones,0.4216043331306731,Calzado,0.16425437359329806,Minería (energía),0.011282030834384027,Otros productos químicos (excluye farmacéuticos),0.018805539161538765,Otras industrias manufactureras n.c.p.; reciclaje (incluye muebles),0.008363811250661607,Productos químicos básicos,1.3257450491941027
Electricidad y gas,0.41701332927658546,Caza y pesca,0.1635861726242551,Productos minerales no metálicos,0.010666818730828162,Productos minerales no metálicos,0.018790795893023435,Productos fabricados de metal (excepto maquinarias y equipos),0.008193394286043685,Otros productos químicos (excluye farmacéuticos),1.2826454820658058
Otros productos químicos (excluye farmacéuticos),0.4026847379871474,Productos químicos básicos,0.16190871993115055,Otras industrias manufactureras n.c.p.; reciclaje (incluye muebles),0.010102285330636894,Maquinarias y aparatos eléctricos,0.01721810417293776,Textiles,0.007964384843819764,Correo y telecomunicaciones,1.2814770707014302
Servicios a empresas de todo tipo,0.3979023689592874,Carne y derivados,0.15717877876963018,Calzado,0.00692592032198559,Construcción,0.016824124410021582,Transporte,0.007741986550478576,Agricultura y forestal,1.0554631777340193
"Vehículos de motor, remolques y semirremolques",0.3905535298870093,Equipos de oficina (incluye equipo computacional),0.15444953468565611,Productos químicos básicos,0.006910073249761337,Otros servicios,0.016354466480659833,"Pulpa de madera, papel, imprentas y editoriales",0.007695595045826003,Productos fabricados de metal (excepto maquinarias y equipos),1.047956383645659
Productos fabricados de metal (excepto maquinarias y equipos),0.38676200947889894,Azúcar y productos de confitería,0.13235738315150924,Equipos de oficina (incluye equipo computacional),0.0061349109105508035,"Pulpa de madera, papel, imprentas y editoriales",0.01630358077249958,Madera y productos de madera y corcho,0.007139593013771629,Transporte,1.018412619733904
Productos de tabaco,0.3602053511236778,Confecciones,0.10855145418696839,Confecciones,0.005649085800366516,Maquinarias y equipos (excluye maquinaria eléctrica),0.01629209918746451,Productos de caucho y plástico,0.006884207083738644,Hierro y acero,1.0163989813078933
Caza y pesca,0.33163557485224276,Construcción,0.10769152713149428,Construcción,0.004712630378861369,Finanzas y seguros,0.014211263284392933,Productos minerales no metálicos,0.006718848610884551,Productos minerales no metálicos,0.9336014401767866
"Coque, petróleo refinado y combustible nuclear",0.32503285254305503,Otro equipo de transporte,0.09039358782187974,Productos farmacéuticos,0.004069977500837418,Productos de caucho y plástico,0.013193303660537184,Correo y telecomunicaciones,0.006308834171684664,Productos de caucho y plástico,0.8890641225495086
Minería (energía),0.3142494239175106,Productos farmacéuticos,0.07323890467260806,Otro equipo de transporte,0.003461127042628986,Metales no ferrosos,0.013051155374116228,Finanzas y seguros,0.005493876540075085,Electricidad y gas,0.8092618789687066
Otros servicios,0.2941801135098473,Equipo médico e instrumentos ópticos y de precisión,0.05065495266631814,Equipo médico e instrumentos ópticos y de precisión,0.0021166127777140623,Equipos de oficina (incluye equipo computacional),0.01212413527207376,Electricidad y gas,0.005299080049211858,Minería (energía),0.7763424634650472
Productos de caucho y plástico,0.2754484963053699,"Radio, televisión y equipos de telecomunicaciones",0.04146061834966633,"Radio, televisión y equipos de telecomunicaciones",0.0018051186034290774,Electricidad y gas,0.01203369440881611,Metales no ferrosos,0.005107779825350494,Finanzas y seguros,0.7117384719349429
Equipos de oficina (incluye equipo computacional),0.2740155573560447,Bebidas,0.02940114431337097,Bebidas,0.0014396132664852013,Caza y pesca,0.011871253813205206,Minería (energía),0.005021154648549768,Metales no ferrosos,0.7017189847586819
Finanzas y seguros,0.26961535379484136,"Vehículos de motor, remolques y semirremolques",0.02360680170952615,"Vehículos de motor, remolques y semirremolques",0.0010329835503482016,Minería (energía),0.010298063347495228,Minería (no energía),0.0046817873165731485,Minería (no energía),0.5929200560137583
Minería (no energía),0.24836836065285356,Maquinarias y equipos (excluye maquinaria eléctrica),0.018291552592529285,Maquinarias y equipos (excluye maquinaria eléctrica),0.0007875334401479465,Minería (no energía),0.009920596328560976,"Coque, petróleo refinado y combustible nuclear",0.004119456956301676,"Coque, petróleo refinado y combustible nuclear",0.5021433703577612
Agricultura y forestal,0.2140152336763033,Productos de tabaco,0.0002104711962878,Productos de tabaco,1.5686100432817335e-05,"Coque, petróleo refinado y combustible nuclear",0.004665843105218048,Productos de tabaco,0.004000064095595871,Productos de tabaco,0.48150241293084606
Aeronaves y naves espaciales,0.0,Aeronaves y naves espaciales,0.0,Aeronaves y naves espaciales,0.0,Aeronaves y naves espaciales,0.0,Aeronaves y naves espaciales,0.0,Aeronaves y naves espaciales,0.0
