Datos,Media,Mediana,Varianza,Desviacion estandar,Asimetria,Curtosis
Demanda Intermedia,1256.9727500000001,793.26,3249334.246174295,1802.5909813860424,3.204898197262422,12.883760750083368
Demanda Final,2039.1299753289768,452.0302141356808,20784525.247422453,4559.004852752676,4.479190007766197,22.706183418249076
Producción Final,3296.1027253289767,1589.531994816454,37268406.90631613,6104.78557414723,4.467873301859044,23.20914080479239
Importaciones,242.9643866724811,138.3199815516656,118057.9309082641,343.5955920966742,3.3222354573718427,14.132242588016393
Exportaciones,618.4679998331956,71.07743332124514,2738789.5144269187,1654.9288547931353,4.443881756052659,21.666030009063626
Valor Agregado,1720.7272267397493,509.33999741077423,16469795.827570334,4058.2996226954874,4.754091175107826,25.125429085707918
