Sector,Demanda Intermedia,Demanda Final,Producción Final,Importaciones,Exportaciones,Valor Agregado
Agricultura y forestal,1288.2035603371137,1025.1920513055568,2313.3956116426707,112.38231894319883,759.3178992035303,1597.7996215820312
Caza y pesca,2.7178590340818523,7.377421721628496,10.095280755710348,0.2709548465226226,0.09742104066538104,5.681015968322754
Minería (energía),0.0,0.0,0.0,0.0,0.0,0.0
Minería (no energía),7.340611896395884,51.3489233958118,58.68953529220769,1.74278984966049,1.548565359422355,44.921072483062744
Carne y derivados,108.11585627187351,844.8017749568227,952.9176312286962,11.833935239265127,169.89165532248094,192.52848863601685
"Molinería, panadería y pastas",77.48476931343852,133.11027897767832,210.59504829111683,0.0,0.5808759231103586,38.358917236328125
Azúcar y productos de confitería,68.15359108401206,94.92232471294425,163.07591579695628,9.16253981964822,17.281686941843326,38.839905738830566
Otros productos alimenticios,163.82098857469094,633.5752568365627,797.3962454112536,72.41723251799985,344.26498029312825,177.62465929985046
Bebidas,75.11878759734441,526.329856264968,601.4486438623125,47.74168519053322,381.48449548911594,321.0448775291443
Productos de tabaco,49.87087562619037,349.4269857239356,399.29786135012597,32.33867366122891,262.69862246513367,213.13962084054947
Textiles,145.5695158846053,267.63424854419725,413.2037644288026,13.296211711961602,27.340956424125338,171.2304401397705
Confecciones,60.73379265119661,107.87422968427123,168.6080223354678,6.096981871468369,36.316806729882956,69.93919277191162
Calzado,33.03850584980243,88.8653529907679,121.90385884057035,1.0826547536276427,81.79333603539627,35.126773834228516
Madera y productos de madera y corcho,48.28430514820152,195.6511517083944,243.93545685659595,6.9501779092005425,76.97681063141965,70.3181266784668
"Pulpa de madera, papel, imprentas y editoriales",127.31800718909616,164.47837727111838,291.79638446021454,24.418045172108272,4.178508547499888,139.8270721435547
"Coque, petróleo refinado y combustible nuclear",227.2837315033572,621.1864778726259,848.4702093759831,4.510216450423276,0.5009730220311153,704.9130172729492
Productos químicos básicos,35.07793779037447,73.0472199716855,108.12515776205996,9.276632651952513,12.321254964949642,73.72677445411682
Otros productos químicos (excluye farmacéuticos),28.747423187447694,59.57417823862015,88.32160142606783,7.9387517005387735,19.666124776414186,60.32190364599228
Productos farmacéuticos,115.96262099702074,240.55186707811617,356.5144880751369,35.89773035683186,16.19768533413579,243.27352571487427
Productos de caucho y plástico,56.203790470098966,118.41555064670425,174.6193411168032,17.582561328405262,7.584152829527453,119.15438067913055
Productos minerales no metálicos,142.79289110122178,27.21689479315136,170.00978589437315,22.511065420504668,3.219788859672342,74.05901622772217
Hierro y acero,77.44881954780168,106.89561444884303,184.3444339966447,37.37707372301476,27.08775957967751,128.4868483543396
Metales no ferrosos,8.367772513734353,12.116344901952548,20.4841174156869,3.5205610153275333,4.753315372211239,14.276313185691833
Productos fabricados de metal (excepto maquinarias y equipos),7.13053595184134,83.22872210278089,90.35925805462223,3.2938514863635437,11.284829874194926,71.21717739105225
Maquinarias y equipos (excluye maquinaria eléctrica),38.65944668464881,1123.0726707556641,1161.732117440313,48.07909693682873,444.8818589552017,911.4827194213867
Equipos de oficina (incluye equipo computacional),1.030177617955767,12.229001940659098,13.259179558614864,0.7689138174759369,4.896193755318026,10.451664507389069
Maquinarias y aparatos eléctricos,0.8516755267208526,19.810172504154657,20.66184803087551,1.1926338188857604,10.453130326358401,16.28515362739563
"Radio, televisión y equipos de telecomunicaciones",2.7380816623541566,27.173313842971965,29.911395505326116,1.731718122672742,13.103418298523986,23.577015280723572
Equipo médico e instrumentos ópticos y de precisión,0.0,0.0,0.0,0.0,0.006241574580306091,0.0
"Vehículos de motor, remolques y semirremolques",0.0,0.0,0.0,0.0,0.04341672176750738,0.0
Aeronaves y naves espaciales,0.0,0.0,0.0,0.0,0.0,0.0
Otro equipo de transporte,6.366652825419057,225.86782613204082,232.23447895745986,12.480416479626394,94.23869073714485,182.29653549194336
Otras industrias manufactureras n.c.p.; reciclaje (incluye muebles),51.32749313846905,205.98309160698432,257.31058474545335,16.103207957720038,104.04493970068114,58.20713138580322
Electricidad y gas,165.19104481309782,169.3018215524428,334.49286636554064,32.46297125574584,209.82549762702547,219.5810089111328
Construcción,33.336003719446005,775.5670543668398,808.9030580862858,44.09425891288811,0.0,327.35462951660156
Transporte,565.2527934794559,508.2972939318786,1073.5500874113345,331.32349625463917,5.827906374073791,422.30562591552734
Correo y telecomunicaciones,237.13094498275584,145.01681093595036,382.1477559187062,10.817349565582699,0.3917185158643406,208.9545669555664
Finanzas y seguros,215.26167355912833,48.41452907393618,263.6762026330645,2.4217998617859235,2.4296964909499366,180.6134033203125
Servicios a empresas de todo tipo,262.04905224424886,145.08197214683727,407.13102439108616,6.490952792822734,5.663227619370446,272.4027671813965
Otros servicios,1498.6260612507242,2880.3229057641674,4378.948967014891,141.5848663143443,1.8709869036774762,2788.337890625
