Agricultura y forestal,Caza y pesca,Minería (energía),Minería (no energía),Carne y derivados,"Molinería, panadería y pastas",Azúcar y productos de confitería,Otros productos alimenticios,Bebidas,Productos de tabaco,Textiles,Confecciones,Calzado,Madera y productos de madera y corcho,"Pulpa de madera, papel, imprentas y editoriales","Coque, petróleo refinado y combustible nuclear",Productos químicos básicos,Otros productos químicos (excluye farmacéuticos),Productos farmacéuticos,Productos de caucho y plástico,Productos minerales no metálicos,Hierro y acero,Metales no ferrosos,Productos fabricados de metal (excepto maquinarias y equipos),Maquinarias y equipos (excluye maquinaria eléctrica),Equipos de oficina (incluye equipo computacional),Maquinarias y aparatos eléctricos,"Radio, televisión y equipos de telecomunicaciones",Equipo médico e instrumentos ópticos y de precisión,"Vehículos de motor, remolques y semirremolques",Aeronaves y naves espaciales,Otro equipo de transporte,Otras industrias manufactureras n.c.p.; reciclaje (incluye muebles),Electricidad y gas,Construcción,Transporte,Correo y telecomunicaciones,Finanzas y seguros,Servicios a empresas de todo tipo,Otros servicios
0.08453802324919507,0.11345490032282463,4.630805851318079e-09,0.0006999862135814226,0.3119465783933608,0.3336359882372322,0.33138711065251997,0.31954631247460397,0.3312823153072133,0.42328606995388085,0.07273013147538648,0.0005513174286884671,0.0007699027865833924,0.11583318255761098,0.047490840316706355,3.312815322132888e-06,0.00214855871081454,0.06832387894482338,0.0015614163980298967,0.005425909478186345,0.0031231406772365224,2.8359755443324765e-05,5.6624387221556975e-05,9.408755940350585e-05,0.0009477068023888898,6.779078214773463e-08,2.5975281074434687e-05,2.384375548615057e-05,2.2696246590248588e-06,0.0001816465434367187,2.129463886071506e-06,2.129504540179604e-06,0.004959723715543467,7.531011177033948e-05,0.0001916555375563005,7.172582501558607e-06,0.0,0.0,0.0018906147230043785,0.000942863463838888
0.0,0.0,0.0,0.0,0.0020777967251888706,0.0022969654652369035,0.002220029873423724,0.0021737281630434856,0.002276510712731658,0.0,0.0,9.847534565201712e-07,0.0,1.3848472456336984e-06,0.0,0.0,6.316123384091114e-06,0.00011223397215360348,7.596178805440188e-07,7.793328645613442e-07,0.0,0.0,0.0,3.6925962403904417e-07,4.2633881061487385e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981338507141124e-08,4.433672142449917e-07,1.113822377568269e-06,0.0,0.0,0.0,0.0003267575415649337,1.6288681692694471e-06
0.0,0.0,0.04175364182812403,0.011428788094027933,2.4214489618305186e-06,0.0,0.0,1.9177074462920036e-06,0.0,0.0,1.003928910749754e-06,9.592711421027854e-09,0.0,1.5927853453372595e-05,0.0008146158504453393,0.4112089801227851,0.001798958259257081,0.000681487449542825,1.0278890625617163e-06,2.0825540156723937e-06,0.0014922505445786889,3.834721457275628e-06,5.955599850007765e-07,5.477413606658213e-06,1.8264889137848648e-05,1.5399175132547376e-08,2.4678975759938414e-06,1.67282964825003e-07,1.4438756707162992e-07,3.781215508847769e-05,4.770470968545091e-07,4.770229642558611e-07,2.041213296210778e-07,0.0312417201240367,7.813794376574363e-06,0.0,0.0,0.0,0.00024203673372039268,0.0005812731830194481
0.005704270537303464,0.01297214531764194,0.0005687713306937744,0.08312215424253609,0.001322202099063661,0.00025262739120037077,0.00026291330892231073,0.0004533026966036985,0.0002650922053163943,2.116287793969391e-05,1.0972232548995268e-05,0.00029917016868670005,0.0012269645247129574,0.00011977265692441952,0.001224306731576983,0.0005805890186451272,0.03856070909518987,0.003922156799783857,0.0005945344289722782,0.0001049597299603478,0.0510299162818211,0.09115152485483644,0.049048208838590894,0.008549167155485997,0.005527377761774155,8.961029493472246e-06,0.0031132367106326496,3.443884917300906e-05,0.0002062615739571216,0.0008657239175085446,1.897535705899751e-05,1.8975375395404812e-05,0.001638479602978438,1.6248213867948902e-06,0.010100446927400579,1.0360407753527368e-06,0.0,0.0,5.844012839989908e-05,5.746258538235258e-05
2.1466041417075876e-06,0.0,0.0,0.0008844666186177488,0.01958240639700066,0.02164433335842309,0.020919366903339388,0.020490657710320066,0.021453233574346205,0.0,2.856197690821612e-06,0.026795391230363754,0.1077791598609232,1.4274768671661462e-05,5.905315874518158e-05,1.4908019101500433e-06,8.108677260656185e-05,0.008838208911888594,0.0009633513424591588,4.4709608200812855e-05,7.510507680238208e-07,1.3656226807936652e-06,2.6971433999637747e-07,1.1878324580997297e-05,5.6028309559535814e-05,3.079835026509229e-08,4.995964790035884e-06,6.164799462537666e-08,1.3626280377679394e-06,7.565071883948671e-05,9.5409419370904e-07,9.541129826253413e-07,0.0022390633353447822,5.158085913217162e-05,1.558237829491942e-05,3.1160874695118534e-05,0.0,0.0,0.0034645062760522306,0.002268852072650708
6.610503405452902e-08,0.0,0.0,0.0,0.01199918793883417,0.01326487809929478,0.01282057893434673,0.012548753572586514,0.013146756642192855,0.0,2.2598370361141798e-08,6.336816547371667e-06,0.0,0.0007591947733197327,1.4326129877482495e-06,0.0,3.6488107751320155e-05,0.0006481664904034,4.572368316221938e-06,4.549313980573997e-06,0.0,0.0,1.2067967543430434e-07,2.132428334362564e-06,2.483065950539418e-05,0.0,0.0,0.0,0.0,6.122008132260628e-09,0.0,0.0,5.589325866187696e-07,4.01523248852813e-06,6.491783585952282e-06,9.563435707059741e-07,0.0,0.0,0.0004911248593975486,0.000112597660660207
5.786941547346168e-07,0.0,1.3835944311873384e-09,1.080899212144749e-06,0.029082128972314117,0.03214974153874169,0.03156155039113809,0.030414052839780718,0.03186428767255289,0.0,1.1512171128682834e-06,1.9523498931440246e-05,0.0,3.661399662473686e-05,0.000987267147727469,6.122104159087034e-07,0.000186533830805798,0.004427370301543257,0.0035355024758790352,2.0972941390474507e-05,3.443444635552486e-08,3.2547175028893507e-07,9.695407228657345e-08,5.465338943771818e-06,6.686816883055577e-05,0.0,0.0,1.9719631584286387e-07,1.3407281507071664e-06,0.0,0.0,0.0,1.4978116803240633e-06,0.002106773353787035,1.675826926768386e-05,8.447703448324043e-06,0.0,4.013425046432176e-05,0.0010653722575087424,0.0005356356737713011
0.06974876389518839,0.17697493516702978,2.8629251260265266e-06,0.0008973525784307373,0.10791022462326283,0.10331680133832036,0.10014830711795604,0.09969966050495428,0.10248803528075849,0.0001294548966606723,1.1490163565390014e-05,0.00020536781326088835,0.0005073888521699427,0.000243319379305404,0.0016774091316167654,3.6495487597145234e-06,0.0005626203073860029,0.01243829228349911,0.003717717289345327,4.756704187156773e-05,9.531093594267691e-05,2.574402355223014e-06,8.968383203156301e-07,1.740425118232924e-05,0.00020317250417024177,7.044047261748381e-07,1.2224827264491769e-06,3.3983664002308037e-07,1.4249147295381622e-06,7.80141500887902e-06,9.544516662430399e-08,9.541800367388297e-08,2.1565983789644442e-05,0.00010420095870798481,0.0003485262132057584,0.00024280711135195266,0.00018634831991752395,0.00019565446472884568,0.006243944332743598,0.004602497779291699
4.4074938700060994e-07,0.0,0.0,2.4214358769321e-06,0.004573965291069457,0.005056433342503853,0.004887070667812707,0.0048632132933044345,0.005011429983367097,0.0,0.0,6.608279562473459e-06,0.0,3.0484826702697725e-06,9.788907485032143e-06,3.678607342881201e-09,1.3942070893037505e-05,0.00026781790202856344,2.828293305337116e-06,1.715609554613658e-06,0.0,0.0,0.0,8.128605896951986e-07,9.394444633762665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.969606701361314e-07,1.0917302535822683e-05,2.4526015068424024e-06,0.0005345755224088844,0.000537121732976939,0.0,0.02518031566242754,0.0007076916608829741
0.0,0.0,0.0,0.0,1.0547197842921403e-05,1.1659763889530147e-05,1.126918322556692e-05,1.1028879671795606e-05,1.1555897781559764e-05,0.04843335506152419,0.0,5.010717976906012e-09,0.0,7.0337619499607715e-09,0.0,0.0,3.2063993284918963e-08,5.697169781650419e-07,3.858166567848021e-09,3.965477012134963e-09,0.0,0.0,0.0,1.8755023714071355e-09,2.1643694138370108e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6471946924552735e-10,2.252234396741549e-09,5.651307278662386e-09,0.0,0.0,0.0,7.577812975440878e-07,3.589126939694485e-09
