Agricultura y forestal,Caza y pesca,Minería (energía),Minería (no energía),Carne y derivados,"Molinería, panadería y pastas",Azúcar y productos de confitería,Otros productos alimenticios,Bebidas,Productos de tabaco,Textiles,Confecciones,Calzado,Madera y productos de madera y corcho,"Pulpa de madera, papel, imprentas y editoriales","Coque, petróleo refinado y combustible nuclear",Productos químicos básicos,Otros productos químicos (excluye farmacéuticos),Productos farmacéuticos,Productos de caucho y plástico,Productos minerales no metálicos,Hierro y acero,Metales no ferrosos,Productos fabricados de metal (excepto maquinarias y equipos),Maquinarias y equipos (excluye maquinaria eléctrica),Equipos de oficina (incluye equipo computacional),Maquinarias y aparatos eléctricos,"Radio, televisión y equipos de telecomunicaciones",Equipo médico e instrumentos ópticos y de precisión,"Vehículos de motor, remolques y semirremolques",Aeronaves y naves espaciales,Otro equipo de transporte,Otras industrias manufactureras n.c.p.; reciclaje (incluye muebles),Electricidad y gas,Construcción,Transporte,Correo y telecomunicaciones,Finanzas y seguros,Servicios a empresas de todo tipo,Otros servicios
0.1383030888129002,0.0010963868153297093,0.00017016256428396758,3.889599785606192e-06,0.4640326412653736,0.15745689514153477,0.27832351080442336,0.1405510642676925,0.10378372538189838,0.11899539820699559,0.022329004508428393,0.0018549859020723556,0.0032234501147324775,0.12166233427586218,0.03390510378496494,0.0,0.00021827371725536944,0.00036151065358838556,0.00036162236172302136,0.0002478695725134145,4.14946115541047e-05,6.7941675694463e-05,3.0775234600220577e-06,1.2940460249805715e-05,0.0,0.0,0.0,0.00038812170632526255,0.0003881208996183642,0.00026440002676582965,7.496069615199532e-05,6.496040055262225e-05,0.002819414238691562,0.0,0.0037537635808136374,0.0005230243608084543,0.0,0.0,1.9503631784205287e-05,0.00026713643646927133
3.289597435632847e-05,0.012202925813676447,2.0606517442644396e-07,2.4376276968224623e-07,1.520354542975308e-05,3.991163322013639e-05,7.799715784627432e-08,0.05546969413573874,8.853665516782966e-07,1.872983197025817e-08,1.2097847782266e-06,9.807140910171043e-07,3.976143347059845e-08,1.3375962453954773e-06,1.5535713220116736e-06,4.0239600410606124e-07,0.0008715339946288683,0.004333664254489795,0.004335003372839963,2.7257405555581185e-07,3.138422599806274e-07,6.48365193657096e-07,4.08048107351545e-07,2.1850375438815903e-07,1.833070840734548e-07,1.5769581228407528e-07,1.4002396824690208e-07,0.0002563116044705015,0.00025631107172951833,0.00017460707293088157,1.7472201428581053e-07,1.5141284187586781e-07,1.1533546446529407e-05,1.3302825181458148e-07,8.131239904365734e-09,8.259221166148275e-05,7.317562536037464e-08,6.0649415792785975e-09,1.2865413891177176e-07,4.1693300541170674e-05
0.002642928055606382,0.0023197700052161123,0.00325128233064825,0.005998289862460023,0.012260175209007433,0.023096509991504012,0.24327601003419738,0.05166102296787393,0.015670314778250795,0.0033980930286515833,0.05840643978048547,0.02570530749591323,0.00444173214660738,0.0019092942571362949,0.03135848608775784,0.38996137841162243,0.22374262776766668,0.013319148760611934,0.01332326442704721,0.02145315934358919,0.11103307983846555,0.04712782694335053,0.021605462968849503,0.017426434741939605,0.018969061337287436,0.03988662479400283,0.03541681546729448,0.008706765673241435,0.00870674757632026,0.005931307215061071,0.004320567767280611,0.0037441729757712017,0.0011410175058038361,0.004065321792644549,0.0037910141310981377,0.017158548294131826,0.005659027407504163,0.0021760097418064566,0.011336415582276325,0.000672502387811543
0.007321427315279654,0.001752599090594311,0.005736450750260074,0.042837160000901056,0.0003386845746068695,0.004281146912402175,0.005187733018082461,0.005526291357195178,0.0009698054268694464,0.006388817415902216,0.008991786226056498,0.008709995841995215,0.0053582945325861935,0.0049995466850095,0.002120208978216031,0.0008548597497702641,0.020134343079890118,0.003469636979775642,0.003470709110488877,0.00977007864328522,0.062005833538757084,0.052646133582569775,0.2671287541693,0.014362052356001905,0.017500598268075308,0.0012487595213271268,0.0011088199555185135,0.00040449459886992867,0.0004044937581321446,0.0002755537271554074,0.005648804512845207,0.004895213393614105,0.0012520135686368572,0.00044578860940593253,0.02799580943628562,0.0007618928914967283,0.0006046969479495945,0.00025101566664042965,0.00329134380245751,0.0001291468148004196
0.00071346610550159,0.006866083019766534,7.861465503221905e-05,6.11113402618864e-05,0.11086460635012091,0.004316228643136037,4.491625048708441e-05,0.005863273109875382,0.00012484816305094375,0.0003329309121876354,0.0007349832515896102,0.17270714564404765,0.000510646434254595,0.00010593377493019573,0.00017270075788068402,3.564222805895749e-05,0.0002329395264507693,0.00024641270339694713,0.00024648884583749076,0.0002163625086076765,9.267984938287446e-05,0.00018294437505272026,5.08285516328933e-05,0.00013854070534081533,0.00020195503541056855,2.268091300157911e-05,2.0139224979684566e-05,0.000679344852652615,0.0006793434406414585,0.0004627898782709449,0.00016720620118024606,0.00014489969225375184,1.660162541810133e-05,0.0003544071444939186,0.00016312067118997987,0.00037262847124615447,0.00011076643459273015,2.8250897633751135e-05,0.00016286773502718695,0.001119249817136523
0.006692874558481558,0.002604440920354019,0.00037666927082499296,6.880078180211987e-05,0.0005543062342649054,0.1899313486824061,0.0008922104911285742,0.008866703181255297,0.00968395076723989,0.0005802376185036924,0.0008594668918771439,0.00034276336098161363,0.00022932204998418754,0.00020806429796697614,0.000273719966130109,8.378723455020748e-05,0.003970083808983819,0.0004101823704738085,0.0004103091183497318,0.0003680515846059799,0.0001355387179941318,0.0002683382673378852,6.56054444746214e-05,0.0002079726990980148,0.0003171849372546012,2.1365113999359743e-05,1.8970878179364185e-05,0.0004960135156421782,0.0004960124846832853,0.000337899129769617,0.0002507133691489261,0.00021726640386034044,2.4544491470466362e-05,3.899895931977688e-05,0.00026522034254770183,0.0003620764835288041,0.00013661874745652682,3.1970218883060826e-05,0.00022314407841489309,0.000559988532823976
0.0003363921555268661,4.151365169434698e-06,3.4696133086971854e-06,2.0358179434011633e-06,2.681578828685721e-06,0.0006798780514678751,0.000963089278096939,0.0009650514460935076,0.0023111329463198797,4.6190901682183146e-05,2.8504383245417637e-05,1.2728796834179268e-05,2.2359147665484834e-05,6.764945302362758e-06,7.824078745942079e-05,2.7763851892364503e-06,6.864334543047969e-06,2.1528583957797168e-05,2.1535236370198828e-05,1.0357503614456577e-05,3.140710846123662e-05,5.658457690729556e-06,1.732526468856035e-06,6.621634073053583e-06,1.0833321606453058e-05,4.556499481493536e-06,4.0458851092645984e-06,5.117762762666013e-05,5.117752125449757e-05,3.4863719018489396e-05,7.202647697309188e-06,6.241762730003292e-06,1.209485283711077e-06,4.025948339243541e-06,2.6899405891433597e-05,1.6226786457069624e-05,1.552501412893517e-05,9.404735769208203e-06,4.136270371839628e-05,1.0401710216965377e-05
0.09194120272043135,0.23326489237167722,0.002432379542790107,0.000270077802783767,0.0042442569313370735,0.03466528443242907,0.00023788779646511627,0.06873021786011553,0.039896964279703205,0.0011587960745747755,0.0017102849559913983,0.001375302061918178,0.0007194600880048215,0.0005234935548286737,0.0006402924305544177,0.0004414709677437466,0.0013733480253746812,0.003847770565740599,0.0038489595411363045,0.0012065768823002635,0.0011660944158209956,0.0006818004752245965,0.0012148104551703515,0.0005621266734618664,0.0007159142160346782,0.0001748641639168579,0.00015526838526124862,0.0003962564661940789,0.0003962556425791668,0.0002699416666483619,0.0006765868106848323,0.000586325267598759,9.585078158915997e-05,0.00017837747182000024,0.0014592791723094698,0.0007962116921967642,0.00023715037076515503,6.497341917105746e-05,0.0004487334142071752,0.0005764031453326029
0.0006384961822103945,0.00047923081092339053,0.000760526375259379,0.00018014354694443672,0.0009190729091623676,0.0019587481916315355,0.00016658195047620773,0.0014084043083185862,0.0526006801576833,0.0008109660779674106,0.0015639405882399572,0.000556467455567249,0.0008360011373895491,0.00033550143253106867,0.000434624092887166,0.00020374208082468836,0.00363145146576052,0.0011217160158976747,0.00112206263031272,0.0006049397172933666,0.00023865642111493555,0.0004562392973480486,0.00014090741485963697,0.00040330913038690957,0.0006414046545185109,0.0001654594625164629,0.00014691760161527584,0.00038193517950869786,0.00038193438566043084,0.00026018558106689107,0.00047438092705896176,0.00041109510207575745,5.5732181306533745e-05,0.00021242326065328628,0.000884696447281535,0.0008854818086591997,0.0007150757955408828,0.0003209539084985915,0.0016937993947294262,0.000676913465007621
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07423087726010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025405662667359145,0.0002540560986195559,0.00017307091512227995,0.0,0.0,0.0,0.0,0.0,0.0001309175852300482,0.0,0.0,0.0,0.0
